Şanlıurfa,Akçakale Açık Ceza İnfaz Kurumu,0414 417 6066 -,0507 456 0877,akcakaleacik@adalet.gov.tr,Bolatlar Mevki Şanlıurfa yolu 10. km. Akçakale/ŞANLIURFA,0414 417 6036,https://akcakaleacik.adalet.gov.tr/
Şanlıurfa,Birecik Denetimli Serbestlik Müdürlüğü,-,,,,,
Şanlıurfa,Siverek 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0414 552 1129 - 0414 552 5494,,siverek.ttcik@adalet.gov.tr,Gözelek Köyü Civarı Siverek/ŞANLIURFA,0414 552 6686,https://siverekcik.adalet.gov.tr/
Şanlıurfa,Siverek 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0414 552 5472  - 0414 552 3895,,siverek.2nttkcik@adalet.gov.tr,Gözelek köyü Mevkii Siverek 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Siverek/ Şanlıurfa,0414 552 5528,https://siverek2tcik.adalet.gov.tr/
Şanlıurfa,Siverek Açık Ceza İnfaz Kurumu,0414 552 8811 -,,siverek.acik@adalet.gov.tr,Gözelek Köyü Mevkii Siverek Açık Ceza İnfaz Kurumu Siverek/ŞANLIURFA,0414 552 8813,https://siverekacik.adalet.gov.tr
Şanlıurfa,Siverek Denetimli Serbestlik Müdürlüğü,0414 553 2641 -,0507 820 0163,dsm.siverek@adalet.gov.tr,Hasan Çelebi Mahallesi 70. Sokak No:3 Eski Adalet Sarayı Kat:2 Siverek ŞANLIURFA,0414 553 1898,https://siverek.adalet.gov.tr/ds/denetim.htm
Şanlıurfa,Şanlıurfa 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0414 378 1292 -,,sanliurfa.1nttkcik@adalet.gov.tr,Kırbaşı Mah. Kırbaşı Sok. Şanlıurfa 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Hilvan/ŞANLIURFA,0414 378 1294,https://sanliurfa1tcik.adalet.gov.tr/
Şanlıurfa,Şanlıurfa 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0414 378 1291 - 0414 378 1295,,,Kırbaşı Mah. Kırbaşı Sok. Şanlıurfa 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Hilvan/ŞANLIURFA,0414 378 1296,https://sanliurfa2tcik.adalet.gov.tr/
Şanlıurfa,Şanlıurfa Açık Ceza İnfaz Kurumu,0414 378 1300 -,,sanliurfa.acik@adalet.gov.tr,Kırbaşı mah. Kırbaşı sok. Hilvan/ŞANLIURFA,0414 378 1301,https://sanliurfaacik.adalet.gov.tr/
Şanlıurfa,Şanlıurfa Denetimli Serbestlik Müdürlüğü,0414 314 9969 - 0414 316 6688,0507 820 0063,dsm.sanliurfa@adalet.gov.tr,Paşabağı Mah. Zafer Cad. No:13 (Şanlıurfa Ticaret Borsası Binası) Haliliye/ŞANLIURFA,0414 315 4306,
Şanlıurfa,Viranşehir A3 Tipi Kapalı Ceza İnfaz Kurumu,0414 511 4054 -,,viransehir.a3tcik@adalet.gov.tr,Yenişehir Mahallesi Cezaevi Caddesi No:17 Viranşehir / ŞANLIURFA,0414 511 3959,https://viransehira3cik.adalet.gov.tr/
Şanlıurfa,Viranşehir Denetimli Serbestlik Müdürlüğü,0414 511 6139 -,,dsm.viransehir@adalet.gov.tr,Kışla Mahallesi Ptt Caddesi No: 5/1 Viranşehir/Şanlıurfa,0414 511 6272,
Uşak,Uşak Açık Ceza İnfaz Kurumu (E Tipi),0276 234 0461 - 0276 234 0462,0506 600 61 64,usakecik@adalet.gov.tr,Muharemşah Köyü Hacım Sultan Caddesi No:2 Uşak/Merkez,0276 234 0460,https://usakecik.adalet.gov.tr
Uşak,Uşak Denetimli Serbestlik Müdürlüğü,0276 223 1622 - 0507 820 0064,,dsm.usak@adalet.gov.tr,İslice Mahallesi 1. Dere Sokak No:23 Merkez/UŞAK,0276 223 1656,
Uşak,Uşak E Tipi Kapalı Ceza İnfaz Kurumu,0276 234 0234 - 0276 234 02 35,0506 600 61 64,usakecik@adalet.gov.tr,Muharemşah Köyü Hacım Sultan Caddesi No:2 Uşak/Merkez,0276 234 0233,https://usakecik.adalet.gov.tr
Van,Erciş Açık Ceza İnfaz Kurumu Müdürlüğü (T Tipi),-,,,,,
Van,Erciş Denetimli Serbestlik Müdürlüğü,0432 351 6442 - 0507 820 0165,,dsm.ercis@adalet.gov.tr,Camikebir Mahallesi Lütfü Güvenir Caddesi 806. Sokak No:1 Erciş/VAN,0432 351 3881,https://ercis.adalet.gov.tr/M%C3%BClhakatveBirimler/ds/index.html
Van,Erciş T Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Van,Van Açık Ceza İnfaz Kurumu,0432 225 16 50 -,,,Tevekli Mahallesi 2. Kümeevleri Cezaevi Sok. Erciş Yolu Üzeri 25. km. No:7 Tuşpa/VAN,0432 225 16 51,
Van,Van Denetimli Serbestlik Müdürlüğü,0432 214 3772 - 0533 043 3689,,dsm.van@adalet.gov.tr,Selimbey Mah.İpekyolu Cad.Adalet Sarayı E Blok 1.Kat Dış Kpı No:20 İpekyolu VAN,0432 215 5801,https://van.adalet.gov.tr/ds/index.html
Van,Van F Tipi Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0432 226 3011 - 0432 226 30 14,0506 600 61 65,van.ftcik@adalet.gov.tr,Erciş Yolu üzeri 25. km Van Ceza İnfaz Kurumları Kampüsü Tuşba/VAN,0432 226 3012,https://vanfcik.adalet.gov.tr
Van,Van M Tipi Kapalı Ceza İnfaz Kurumu,0432 223 0446 - 0432 223 6779,0506 600 62 65,van.mtcik@adalet.gov.tr,İskele Mahallesi Cezaevi 1.Sokak No:40 TUŞBA/VAN,0432 223 6778,https://vanmtipi.adalet.gov.tr
Van,Van T Tipi Kapalı Ceza İnfaz Kurumu,0432 225 11 47 - 0432 225 11 48,0533 157 71 28,vanttkcik@adalet.gov.tr,Tevekli Mahallesi 2. Kümeevleri Cezaevi Sok. Erciş Yolu Üzeri 25. km. No:7 Tuşpa/VAN,0432 225 11 45,https://vantcik.adalet.gov.tr
Van,Van Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0432 225 11 53 - 0432 225 11 55,0538 395 22 64,van.ygkcik@adalet.gov.tr,Tevekli Mah. İkinci Kümeevler Cezaevi sk. Van Ceza İnfaz Kurumları Kampüsü Tuşba/VAN,0432 225 11 54,https://vanygcik.adalet.gov.tr
Yozgat,Akdağmadeni Açık Ceza İnfaz Kurumu,0354 314 1215 -,,,,0354 314 1217,
Yozgat,Akdağmadeni K1 Tipi Kapalı Ceza İnfaz Kurumu,0354 314 1285 -,,akdagmadeni.k1tcik@adalet.gov.tr,Akdağmadeni Kapalı Ceza infaz kurumu Akdağmadeni/YOZGAT,0354 314 1568,
Yozgat,Boğazlıyan Açık Ceza İnfaz Kurumu (T Tipi),0354 667 3060 -,,,Kemaliye Mahallesi Yozgat Caddesi (Yoğunhisar Köyü Yolu Üzeri) No:266/G Boğazlıyan/Yozgat,0354 645 4671,https://bogazliyancik.adalet.gov.tr/
Yozgat,Boğazlıyan Denetimli Serbestlik Müdürlüğü,0354 645 3730 - 0507 820 0166,0507 820 0166,dsm.bogazliyan@adalet.gov.tr,Aşağı Mahallesi Şevket Hokkaömeroğlu Bulvarı No:56 Boğazlıyan/YOZGAT,0354 645 2893,https://bogazliyan.adalet.gov.tr/denetimli-serbestlik
Yozgat,Boğazlıyan T Tipi Kapalı Ceza İnfaz Kurumu,0354 667 3115 - 0354 667 3192,,,Kemaliye Mahallesi Yozgat Caddesi (Yoğunhisar Köyü Yolu Üzeri) No:266/G Boğazlıyan/Yozgat,0354 667 3189,https://bogazliyancik.adalet.gov.tr/
Yozgat,Yozgat 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,0354 212 2577 -,,,Tayip Köyü Mevki Musabeyli Köyü Yolu 7. KM Merkez/Yozgat,0354 212 2572,yozgat.1nttkcik@adalet.gov.tr
Yozgat,Yozgat 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,0354 212 2677 -,,yozgat.2nttkcik@adalet.gov.tr,Musabeyli Köyü Yolu 7. KM Merkez/Yozgat,0354 212 2673,https://yozgat2tcik.adalet.gov.tr/
Yozgat,Yozgat Açık Ceza İnfaz Kurumu (E Tipi),0354 212 5821 -,0506 600 6166,yozgat.etcik@adalet.gov.tr,Mehmet Hulusu Efendi Mah. Entegre Cad. 1/A Yozgat / MERKEZ,0354 217 4542,https://yozgatecik.adalet.gov.tr/
Yozgat,Yozgat Açık Ceza İnfaz Kurumu Müdürlüğü,0354 212 2477 -,,yozgat_acik@adalet.gov.tr,Musabeyli Köyü Yolu 7. Km Merkez/YOZGAT,0354 212 2473,https://yozgatacik.adalet.gov.tr/
Yozgat,Yozgat Denetimli Serbestlik Müdürlüğü,0354 212 0023 - 0507 820 0066,,dsm.yozgat@adalet.gov.tr,"Tekke Mahallesi,Mehmet Akif Ersoy Caddesi, Şehit Ahmet Kılıçarslan Sokak, No: 13 Yozgat",0354 212 4070,https://yozgat.adalet.gov.tr/ds/
Yozgat,Yozgat E Tipi Kapalı Ceza İnfaz Kurumu,0354 212 5821 -,0506 600 6166,yozgat.etcik@adalet.gov.tr,Mehmet Hulusu Efendi Mah. Entegre Cad. 1/A Yozgat / MERKEZ,0354 217 4542,https://yozgatecik.adalet.gov.tr/
Zonguldak,Devrek Açık Ceza İnfaz Kurumu,0372 500 0236 -,,devrek.acik@adalet.gov.tr,İsmetpaşa Mah. Zonguldak Asfaltı Cad. No:33 67800 Devrek/ZONGULDAK,0372 500 0237,https://devrekacik.adalet.gov.tr
Zonguldak,Karadeniz Ereğli (Zonguldak) Denetimli Serbestlik Müdürlüğü,0 372 315  06 67 -,0501 728 02 67,dsm.kdzeregli@adalet.gov.tr,Süleymanlar Mah. Kavakdibi Cad. Karadeniz Ereğli Adalet Sarayı No:34 Z/50 Karadeniz Ereğli / ZONGULDAK,0 372 315  06 69,https://karadenizeregli.adalet.gov.tr
Zonguldak,KDZ.Ereğli A2 Tipi Kapalı Ceza İnfaz Kurumu,0372 323 8961 -,,,Murtaza Mah. Suphi Konak Cad. No:98 K. Ereğli,0372 323 8961,https://kdzereglicik.adalet.gov.tr/
Zonguldak,Zonguldak Açık Ceza İnfaz Kurumu (M Tipi),0372 211 3141 -,0506 600 61 67,zonguldakotczv@adalet.gov.tr,Beycuma Beldesi Cezaevi Cd. No: 2 Merkez/ZONGULDAK,037 211 2799,https://zonguldakmcik.adalet.gov.tr
Zonguldak,Zonguldak Denetimli Serbestlik Müdürlüğü,0372 251 8865 - 0372 251 58 65,0507 820 0067,dsm.zonguldak@adalet.gov.tr,Ontemmuz Mah. Belediye Bulvarı No:34/4 ZONGULDAK,0372 251 8869,https://zonguldak.adalet.gov.tr/denetim/
Zonguldak,Zonguldak M Tipi Kapalı Ceza İnfaz Kurumu,0372 211 3141 -,0506 600 61 67,zonguldakotczv@adalet.gov.tr,Beycuma Beldesi Cezaevi Cd. No: 2 Merkez/ZONGULDAK,0372 211 2522,https://zonguldakmcik.adalet.gov.tr
Aksaray,Aksaray 1 Nolu Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Aksaray 2 Nolu Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Aksaray 3 Nolu Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Aksaray 4 Nolu Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Aksaray Açık Ceza İnfaz Kurumu (T Tipi),0382 213 1065 -,,aksaraytcik@adalet.gov.tr,Aratol Mahallesi Bahçeli Mevkii Cezaevi Küme evleri no: 4/1 MERKEZ / AKSARAY,0382 212 7604,https://aksaraycik.adalet.gov.tr/
Aksaray,Aksaray Denetimli Serbestlik Müdürlüğü,0382 216 0307 - 0507 820 0066,0507 820 00 68,dsm.aksaray@adalet.gov.tr,"Zafer Mahallesi 22 Nevşehir Caddesi 136/1, Merkez / Aksaray",0382 216 0391,https://aksaray.adalet.gov.tr/dsm/index.html
Aksaray,Aksaray Kadın Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Aksaray Kampüs Açık Ceza İnfaz Kurumu Müdürlüğü,0 382 0505 06 00 -,,aksaray.kampus.ttakcik@adalet.gov.tr,Ahmet Davutoğlu Bulvarı 157. Sokak No:173 Merkez/AKSARAY,,https://aksaraykampusacik.adalet.gov.tr/
Aksaray,Aksaray T Tipi Kapalı Ceza İnfaz Kurumu,0382 213 1065 -,,aksaraytcik@adalet.gov.tr,Aratol Mahallesi Bahçeli Mevkii Cezaevi Küme evleri no: 4/1 MERKEZ / AKSARAY,0382 212 7604,https://aksaraycik.adalet.gov.tr/
Aksaray,Aksaray Y Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Aksaray,Şereflikoçhisar B Tipi Kapalı Ceza İnfaz Kurumu,0312 687 1858 -,,sereflikochisar.btcik@adalet.gov.tr,İstiklal Mah. Ankara Cad. No: 218 Şereflikoçhisar 06950 ANKARA,0312 687 1871,
Bayburt,Bayburt Açık Ceza İnfaz Kurumu (M Tipi),0533 051 8229 - 533 051 8261,,,Şingah Mah Aydıntepe caddesi/BAYBURT,0458 202 0189,
Bayburt,Bayburt Denetimli Serbestlik Müdürlüğü,0458 211 8444 - 0507 820 0069,,dsm.bayburt@adalet.gov.tr,Tuzcuzade Mahallesi Vali Nihat Üçyıldız Caddesi İl Özel İdaresi Hizmet Binası Kat: 1 Merkez / BAYBURT,0458 211 4121,https://bayburt.adalet.gov.tr/bayburt/index.html
Bayburt,Bayburt M Tipi Kapalı Ceza İnfaz Kurumu,0458 211 4420 -,0533 051 81 89,bayburtmtcik@adalet.gov.tr,Şingah Mah. Aydıntepe Cad. No: 26 BAYBURT,0458 211 5564,htttp://www.bayburtmcik.adalet.gov.tr
Karaman,Ermenek Denetimli Serbestlik Müdürlüğü,0338 716 4442 - 0507 820 0170,,dsm.ermenek@adalet.gov.tr,"Adalet Sarayı, Seyran Mah. Halit Bardakçı Sk. Ermenek/Karaman",0338 716 4448,
Karaman,Ermenek M Tipi Kapalı Ceza İnfaz Kurumu,0338 716 4523 -,0506 600 6270,ermenek.mtcik@adalet.gov.tr,Seyran Mah. Müsteşar Muzaffer Tutar Cad. No: 24 Ermenek/KARAMAN,0338 716 4524,https://ermenekmcik.adalet.gov.tr/
Karaman,Karaman Açık Ceza İnfaz Kurumu (M Tipi),0338 212 2792 -,,abbkaraman.mtcik@adalet.gov.tr,Pirireis Mah. Eski Canhasan Yolu Sk. No:37 Merkez/KARAMAN,0338 212 0442,https://karamanmcik.adalet.gov.tr/
Karaman,Karaman Denetimli Serbestlik Müdürlüğü,0338 214 1057 - 0507 820 0070,,dsm.karaman@adalet.gov.tr,Karaman Adliyesi B Blok Zemin Kat/KARAMAN,0338 214 7624,https://karaman.adalet.gov.tr/dssubemud/dssm_anasayfa.htm
Karaman,Karaman M Tipi Kapalı Ceza İnfaz Kurumu,0338 213 1093 -,0506 600 6170,abbkaraman.mtcik@adalet.gov.tr,Çeltek Mah. Cezaevi Yolu Cad. Merkez/KARAMAN,0338 213 5806,https://karamanmcik.adalet.gov.tr/
Kırıkkale,Delice Kapalı ve Açık Ceza İnfaz Kurumu,0318 618 5110 -,0539 550 1894,delice.k1tcik@adalet.gov.tr,Karabekir Mahallesi 51. Sokak No : 6 DELİCE / KIRIKKALE,0318 618 5191,https://delicecik.adalet.gov.tr/
Kırıkkale,Keskin Açık Ceza İnfaz Kurumu,0318 515 3443 - 0318 515 3445,,keskin.acik@adalet.gov.tr,Yeni Mahalle Kayseri Yolu Cd. No:82/H Keskin/KIRIKKALE,0318 515 3446,https://keskinacik.adalet.gov.tr/
Kırıkkale,Keskin T Tipi Ceza İnfaz Kurumu,0318 515 3994 - 0318 515 3996,,keskin.ttkcik@adalet.gov.tr,Yeni Mahalle Kayseri Yolu Cd. No:82/H Keskin/KIRIKKALE,0318 515 3993,https://keskintcik.adalet.gov.tr/
Kırıkkale,Kırıkkale Denetimli Serbestlik Müdürlüğü,0318 224 4483 - 0507 820 0071,,dsm.kirikkale@adalet.gov.tr,Fabrikalar Mah. Ağabey Pehlivanlı Bul. No:1 (Kırıkkale Adalet Sarayı) Merkez / Kırıkkale,0318 224 5154,https://kırıkkale.adalet.gov.tr/kirikkaledsm/index.html
Kırıkkale,Kırıkkale F Tipi Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0318 297 4194 -,0506 600 6171,kirikkale.ftcik@adalet.gov.tr,Hacıbey Mah. 71480 Hacılar/KIRIKKALE,,https://kirikkalefcik.adalet.gov.tr/
Kırıkkale,Sulakyurt Kapalı Ceza İnfaz Kurumu,0318 812 7089 -,0507 456 0891,sulakyurt.kcik@adalet.gov.tr,Yenimahalle Koru Cad. Kırıkkale Sulakyurt,0318 812 7088,https://sulakyurtcik.adalet.gov.tr
Batman,Batman Açık Ceza İnfaz Kurumu,0488 311 3908 -,,,,0488 311 3909,
Batman,Batman Denetimli Serbestlik Müdürlüğü,0488 502 2221 - 0507 820 0072,,dsm.batman@adalet.gov.tr,Yeni Adliye Sarayı A Blok Zemin Kat Merkez/BATMAN,0488 221 0653,
Batman,Batman Kapalı Ceza İnfaz Kurumu,0488 311 3904 - 0488 311 3871,,,Cumhuriyet Mahallesi Cezaevi Caddesi No:2 Beşiri/Batman,0488 311 3872,
Batman,Batman M Tipi Kapalı Ceza İnfaz Kurumu,0488 231 2237 -,0506 600 6172,batman.mtcik@adalet.gov.tr,Çamlıca mh. Felek cd. Balpınar Beldesi Yolu Üzeri No:65 BATMAN,0488 231 2694,https://batmanmcik.adalet.gov.tr/
Batman,Batman T Tipi Kapalı Ceza İnfaz Kurumu,0488 311 38 83 - 0488 311 38 84,,batman.ttkcik@adalet.gov.tr,Cumhuriyet Mahallesi Cezaevi Caddesi No:2 Beşiri / BATMAN,0488 311 38 81,https://batmantcik.adalet.gov.tr/
Şırnak,Cizre Denetimli Serbestlik Müdürlüğü,0486 616 5055 - 0539 550 1945,,dsm.cizre@adalet.gov.tr,Dicle Mah. Mimar Sinan Cad. No:14 Cizre/ŞIRNAK,0486 616 5056,https://cizre.adliyesi.adalet.gov.tr
Şırnak,Şırnak Açık Ceza İnfaz Kurumu (T Tipi),0486 216 2703 -,0507 456 0884,sirnak.ttcik@adalet.gov.tr,Yeşilyurt mahallesi Rezuk caddesi No: 17 73100 Merkez/ŞIRNAK,0486 216 2713,https://sirnaktcik.adalet.gov.tr
Şırnak,Şırnak Denetimli Serbestlik Müdürlüğü,0486 216 6014 - 0507 820 0073,,dsm.sirnak@adalet.gov.tr,Cumhuriyet Mah. Cumhuriyet Cad. 1 Nolu ASM üstü Kat:4 Merkez/ŞIRNAK,0486 216 6819,
Şırnak,Şırnak T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0486 216 2702 - 0486 216 2705,0507 456 0884,sirnak.ttcik@adalet.gov.tr,Yeşilyurt mahallesi Rezuk caddesi No: 17 73100 Merkez/ŞIRNAK,0486 216 2713,https://sirnaktcik.adalet.gov.tr
Bartın,Bartın Açık Ceza İnfaz Kurumu,0378 227 1731 -,0506 600 6174,bartin.btoiccik@adalet.gov.tr,Yıldız Köyü Mevkii Merkez/BARTIN,0378 227 1376,https://bartinkcik.adalet.gov.tr
Bartın,Bartın Denetimli Serbestlik Müdürlüğü,0378 228 1868 - 0507 820 0074,,dsm.bartin@adalet.gov.tr,Kırtepe Mah. İlknur Erkan Sok. No:6/1 Merkez / BARTIN,0378 228 1864,https://cte-ds.adalet.gov.tr
Bartın,Bartın Kapalı Ceza İnfaz Kurumu,0378 227 1731 -,0506 600 6174,bartin.btoiccik@adalet.gov.tr,Yıldız Köyü Mevkii Merkez/BARTIN,0378 227 1376,https://bartinkcik.adalet.gov.tr/
Ardahan,Ardahan Açık Ceza İnfaz Kurumu (T Tipi),0478 211 4526 -,0535 107 1275,ardahan.ttkacik@adalet.gov.tr,Halilefendi Mahallesi Bahtiyar Vahapzade Caddesi No:62 Merkez/ARDAHAN,0478 211 4527,https://ardahantcik.adalet.gov.tr/
Ardahan,Ardahan Denetimli Serbestlik Müdürlüğü,0478 211 5160 - 0507 820 0075,,dsm.ardahan@adalet.gov.tr,Kaptanpaşa Mahallesi İnönü Caddesi No:17 Merkez /ARDAHAN,,
Ardahan,Ardahan T Tipi Kapalı Ceza İnfaz Kurumu,0478 211 4575 -,0535 107 1274,ardahan.ttkacik@adalet.gov.tr,Halilefendi Mahallesi Bahtiyar Vahapzade Caddesi No:62 Merkez/ARDAHAN,0478 211 3042,https://ardahantcik.adalet.gov.tr/
Iğdır,Iğdır Açık Ceza İnfaz Kurumu,0476 278 5800 -,,igdir.acik@adalet.gov.tr,Küllük Köyü Küllük Küme Evler No:422 Havaalanı Yolu Üzeri Küllük/ Merkez / Iğdır,0476 278 58 05,https://igdirscik.adalet.gov.tr/
Iğdır,Iğdır Denetimli Serbestlik Müdürlüğü,0476 227 0821 -,0552 259 46 59,dsm.igdir@adalet.gov.tr,14 Kasım Mah. Nihat Polat Cad. Ticaret ve Sanayo Odası Binası Kat:1 Merkez/ Iğdır,0476 227 0828,https://igdir.adalet.gov.tr
Iğdır,Iğdır S Tipi Kapalı Ceza İnfaz Kurumu,0476 278 5802 -,0506 600 6176,igdir.stkacik@adalet.gov.tr,Küllük Köyü Küllük Küme Evler No:422 Havaalanı Yolu Üzeri  Küllük/ Merkez / Iğdır,0476 278 5805,https://igdirscik.adalet.gov.tr/
Yalova,Yalova A3 Tipi Kapalı Ceza İnfaz Kurumu,0226 814 1693 -,0506 600 61 77,yalova.a3cik@adalet.gov.tr,G.O.P Mah. Kemerköprü Cad. Okul Sk. No:6 Merkez / YALOVA,0226 811 5185,https://yalovaa3cik.adalet.gov.tr/
Yalova,Yalova Denetimli Serbestlik Müdürlüğü,0226 352 0354 - 0507 820 0077,,dsm.yalova@adalet.gov.tr,Sahil Mah. İnönü Cad.No.56/9 Çiftlikköy/YALOVA,0226 352 9045,https://yalova.adalet.gov.tr/ds
Karabük,Eskipazar Açık Ceza İnfaz Kurumu,0370 818 1303 -,0506 600 6278,eskipazar.acik@adalet.gov.tr,Yorgalar Mah. No: 1 Eskipazar/KARABÜK,0370 818 3080,https://eskipazaracik.adalet.gov.tr
Karabük,Karabük Açık Ceza İnfaz Kurumu (T Tipi),0370 447 6446 - 0370 447 6450,0506 600 6178,abbkarabuk.ttkacik@adalet.gov.tr,Zopran Köyü Mevkii Merkez/ KARABÜK,0370 447 6449,https://karabuktcik.adalet.gov.tr/
Karabük,Karabük Denetimli Serbestlik Müdürlüğü,0370 412 6206 - 0507 820 0078,,dsm.karabuk@adalet.gov.tr,Adliye Ek Binası Hürriyet Mah. Zonguldak Cad. Çağrı İş Merkezi  A.Blok Kat:3 Merkez/KARABÜK,0370 415 4622,https://karabuk.adalet.gov.tr/denetimli-serbestlik
Karabük,Karabük T Tipi Kapalı Ceza İnfaz Kurumu,0370 447 6446 - 0370 447 6448,0506 600 6178,abbkarabuk.ttkacik@adalet.gov.tr,Zopran Köyü Mevkii Merkez/ KARABÜK,0370 447 6453,https://karabuktcik.adalet.gov.tr/
Karabük,Ovacık Açık Ceza İnfaz Kurumu (T Tipi),0370 877 1005 -,,,Ovacık/Merkez,0370 447 6453,
Kilis,Kilis Açık Ceza İnfaz Kurumu (L Tipi),0348 822 2012 - 0348 822 2013,0539 550 1944,kilis.acik@adalet.gov.tr,Çukuroba Köyü Cezaevi Sokak No:1 Merkez/KiLİS,0348 822 2010,https://kilisacik.adalet.gov.tr/
Kilis,Kilis Denetimli Serbestlik Müdürlüğü,0348 822 1154 - 0507 820 0079,,dsm.kilis@adalet.gov.tr,Cumhuriyet Meydanı Kilis Adliyesi Giriş Kat. KİLİS,0348 822 1156,https://kilis.adalet.gov.tr
Kilis,Kilis L Tipi Kapalı Ceza İnfaz Kurumu,0348 822 2017 - 0348 822 2019,,abbkilis.ltkcik@adalet.gov.tr,Çukuroba Köyü Cezaevi Sokak Merkez/KiLİS,0348 822 2015,https://kilislcik.adalet.gov.tr
Osmaniye,Kadirli Denetimli Serbestlik Müdürlüğü,0328 802 4191 -,,dsm.kadirli@adalet.gov.tr,Şehit Vedat Kocadallı Mahallesi Kamil Kara Bulvarı No:361,0328 802 4436,
Osmaniye,Osmaniye 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0328 826 8731 - 0328 826 8732,0506 600 6323,abbosmaniye.ttkcik@adalet.gov.tr,"Büyüktüysüz Mahallesi,  T Tipi Sokak, No:1/C Türkmen/Toprakkale/OSMANİYE",0328 826 8730,https://osmaniyetcik.adalet.gov.tr/
Osmaniye,Osmaniye 2 Nolu T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0328 825 6610 - 0328 825 6620,,abosmaniye.t2kcik@adalet.gov.tr,Tüysüz Beldesi Büyüktüysüz Mah. Kısıkyağankaş Cad. Dış Kapı No:6 Toprakkale / OSMANİYE,0328 825 6445,https://osmaniye2tcik.adalet.gov.tr/
Osmaniye,Osmaniye Açık Ceza İnfaz Kurumu(2T Tipi),0328 825 6111 - 0328 825 6612,,abbosmaniye.t2kcik@adalet.gov.tr,Tüysüz Beldesi Büyüktüysüz Mah. Kısıkyağankaş Cad. Dış Kapı No:6 Toprakkale / OSMANİYE,0328 825 6112,https://osmaniye2tcik.adalet.gov.tr/
Osmaniye,Osmaniye Denetimli Serbestlik Müdürlüğü,0328 826 1868 - 0507 820 0080,,dsm.osmaniye@adalet.gov.tr,Fakıuşağı Mah. 45018 Sokak No:5/1 Merkez/OSMANİYE,0328 826 1869,
Osmaniye,Toprakkale Açık Ceza İnfaz Kurumu,0328 633 3134 - 0328 633 3135,0506 600 6324,toprakkale.acik@adalet.gov.tr,Göçmenler Mah. Atatürk Cad. Dışkapı 294/1 PK 80950 Toprakkale/OSMANİYE,0328 633 3151,https://toprakkaleacik.adalet.gov.tr
Düzce,Düzce Açık Ceza İnfaz Kurumu,0380 523 6146 -,0506 600 6181,duzcebtcik@adalet.gov.tr,Eski Bolu Cad.Fevzi Çakmak Mah. Emniyet Yanı Düzce,0380 523 7000,https://duzceacik.adalet.gov.tr/
Düzce,Düzce Denetimli Serbestlik Müdürlüğü,0 380 523 1994 -,0507 820 0081,dsm.duzce@adalet.gov.tr,Nusrettin Mah. Ziya Gökalp Sk No:1 Merkez Düzce,0380 523 0688,https://duzce.adalet.gov.tr
Düzce,Düzce T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0380 523 6146 - 0 380 681 70 58,,duzce.ttkcik@adalet.gov.tr,Şerefiye mahallesi.Bağdat caddesi.No:125   Çilimli/DÜZCE,0380 523 7000,https://duzcetcik.adalet.gov.tr
