İl,İlçe,Kurum Adı,Vergi No,Vergi Dairesi,Hesap Türü,Banka Adı,IBAN
Erzurum,Erzurum,Erzurum 4. İcra Dairesi,3770418800,Kazımkarabekir Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR140001500158007290501066
Erzurum,Erzurum,Erzurum 4. İcra Dairesi,3770418800,Kazımkarabekir Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR550001500158007290501977
Erzurum,Erzurum,Erzurum 5. İcra Dairesi,3770420674,Kazım Karabekir Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR400001500158007299352624
Erzurum,Erzurum,Erzurum 5. İcra Dairesi,3770420674,Kazım Karabekir Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR630001500158007297757045
Erzurum,Erzurum,Erzurum 5. İcra Dairesi,3770420674,Kazım Karabekir Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR040001500158007299352690
Erzurum,Aşkale,Aşkale İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR390001500158007290499646
Erzurum,Aşkale,Aşkale İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR130001500158007290499629
Erzurum,Aşkale,Aşkale İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR580001500158007299430579
Erzurum,Çat,Çat İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR170001500158007300644593
Erzurum,Çat,Çat İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR970001500158007300644705
Erzurum,Çat,Çat İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR280001500158007300644686
Erzurum,Horasan,Horasan İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR390001500158007300677662
Erzurum,Horasan,Horasan İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR180001500158007300677652
Erzurum,Horasan,Horasan İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR230001500158007300677659
Erzurum,İspir,İspir İcra Dairesi,4810096385,İSPİR VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR550001500158007300635470
Erzurum,İspir,İspir İcra Dairesi,4810096385,İSPİR VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR480001500158007300635499
Erzurum,Pasinler,Pasinler İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR410001500158007300591005
Erzurum,Pasinler,Pasinler İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR690001500158007300590986
Erzurum,Pasinler,Pasinler İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR020001500158007300590834
Erzurum,Tortum,Tortum İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007300773459
Erzurum,Tortum,Tortum İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR910001500158007300773435
Erzurum,Tortum,Tortum İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR080001500158007300773474
Erzurum,Karayazı,Karayazı İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR360001500158007300718941
Erzurum,Karayazı,Karayazı İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR860001500158007300718914
Erzurum,Karayazı,Karayazı İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR570001500158007300718854
Erzurum,Hınıs,Hınıs İcra Dairesi,4620288954,HINIS MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007300714302
Erzurum,Hınıs,Hınıs İcra Dairesi,4620288954,HINIS MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR600001500158007300714241
Erzurum,Hınıs,Hınıs İcra Dairesi,4620288954,HINIS MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR900001500158007300714283
Erzurum,Tekman,Tekman İcra Dairesi,8360276668,TEKMAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR690001500158007300756371
Erzurum,Tekman,Tekman İcra Dairesi,8360276668,TEKMAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007300756276
Erzurum,Tekman,Tekman İcra Dairesi,8360276668,TEKMAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR880001500158007300756320
Erzurum,Oltu,Oltu İcra Dairesi,6420240813,Oltu Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR390001500158007300617910
Erzurum,Oltu,Oltu İcra Dairesi,6420240813,Oltu Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR660001500158007300618006
Erzurum,Oltu,Oltu İcra Dairesi,6420240813,Oltu Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007300617935
Erzurum,Şenkaya,Şenkaya İcra Dairesi,8070288178,Şenkaya Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR690001500158007300600104
Erzurum,Şenkaya,Şenkaya İcra Dairesi,8070288178,Şenkaya Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR490001500158007300600076
Erzurum,Şenkaya,Şenkaya İcra Dairesi,8070288178,Şenkaya Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007300600093
Eskişehir,Eskişehir,Eskişehir 1. İcra Dairesi,3800035166,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR760001500158007299370309
Eskişehir,Eskişehir,Eskişehir 1. İcra Dairesi,3800035166,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007290543225
Eskişehir,Eskişehir,Eskişehir 1. İcra Dairesi,3800035166,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR340001500158007299370289
Eskişehir,Eskişehir,Eskişehir 2. İcra Dairesi,3800035182,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR830001500158007299351462
Eskişehir,Eskişehir,Eskişehir 2. İcra Dairesi,3800035182,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007299351491
Eskişehir,Eskişehir,Eskişehir 2. İcra Dairesi,3800035182,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR850001500158007290543244
Eskişehir,Eskişehir,Eskişehir 3. İcra Dairesi,3800035205,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR190001500158007290543268
Eskişehir,Eskişehir,Eskişehir 3. İcra Dairesi,3800035205,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR850001500158007299351329
Eskişehir,Eskişehir,Eskişehir 3. İcra Dairesi,3800035205,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR660001500158007299351380
Eskişehir,Eskişehir,Eskişehir 4. İcra Dairesi,3800035221,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR710001500158007290543302
Eskişehir,Eskişehir,Eskişehir 4. İcra Dairesi,3800035221,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR720001500158007299383767
Eskişehir,Eskişehir,Eskişehir 4. İcra Dairesi,3800035221,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR330001500158007299383790
Eskişehir,Eskişehir,Eskişehir 5. İcra Dairesi,3800035246,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR690001500158007299301177
Eskişehir,Eskişehir,Eskişehir 5. İcra Dairesi,3800035246,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007290543390
Eskişehir,Eskişehir,Eskişehir 5. İcra Dairesi,3800035246,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007299360039
Eskişehir,Eskişehir,Eskişehir 6. İcra Dairesi,3800504541,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR060001500158007299354206
Eskişehir,Eskişehir,Eskişehir 6. İcra Dairesi,3800504541,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR290001500158007293285375
Eskişehir,Eskişehir,Eskişehir 6. İcra Dairesi,3800504541,ESKİŞEHİR VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR400001500158007299354273
Eskişehir,Eskişehir,Eskişehir 7. İcra Dairesi,3800504559,Eskişehir Vergi Dairesi Başkanlığı,Emanet,T. Vakıflar Bankası T.A.O.,TR130001500158007293282656
Eskişehir,Eskişehir,Eskişehir 7. İcra Dairesi,3800504559,Eskişehir Vergi Dairesi Başkanlığı,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007299287322
Eskişehir,Eskişehir,Eskişehir 7. İcra Dairesi,3800504559,Eskişehir Vergi Dairesi Başkanlığı,Cezaevi,T. Vakıflar Bankası T.A.O.,TR210001500158007300570995
Eskişehir,Eskişehir,Eskişehir 8. İcra Dairesi,3800513054,Eskişehir Vergi Dairesi Başkanlığı,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007299386914
Eskişehir,Eskişehir,Eskişehir 8. İcra Dairesi,3800513054,Eskişehir Vergi Dairesi Başkanlığı,Cezaevi,T. Vakıflar Bankası T.A.O.,TR520001500158007300570340
Eskişehir,Eskişehir,Eskişehir 8. İcra Dairesi,3800513054,Eskişehir Vergi Dairesi Başkanlığı,Emanet,T. Vakıflar Bankası T.A.O.,TR350001500158007297872009
Eskişehir,Beylikova,Beylikova İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007300581690
Eskişehir,Beylikova,Beylikova İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR180001500158007300581428
Eskişehir,Beylikova,Beylikova İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR590001500158007300581660
Eskişehir,Çifteler,Çifteler İcra Dairesi,2550035798,Çifteler Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR880001500158007300614215
Eskişehir,Çifteler,Çifteler İcra Dairesi,2550035798,Çifteler Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR260001500158007300614264
Eskişehir,Çifteler,Çifteler İcra Dairesi,2550035798,Çifteler Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR970001500158007300614247
Eskişehir,Mihalıççık,Mihalıççık İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007300713125
Eskişehir,Mihalıççık,Mihalıççık İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR530001500158007300713106
Eskişehir,Mihalıççık,Mihalıççık İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR130001500158007300713147
Eskişehir,Sivrihisar,Sivrihisar İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR970001500158007300573895
Eskişehir,Sivrihisar,Sivrihisar İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR570001500158007300574033
Eskişehir,Sivrihisar,Sivrihisar İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR910001500158007300574003
Gaziantep,Gaziantep,Gaziantep İcra Dairesi,3890725709,ŞEHİTKAMİL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR620001500158007300899766
Gaziantep,Gaziantep,Gaziantep İcra Dairesi,3890725709,ŞEHİTKAMİL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR950001500158007300899754
Gaziantep,Gaziantep,Gaziantep İcra Dairesi,3890725709,ŞEHİTKAMİL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300899787
Gaziantep,Araban,Araban İcra Dairesi,710231952,ARABAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR910001500158007300577398
Gaziantep,Araban,Araban İcra Dairesi,710231952,ARABAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR450001500158007300577450
Gaziantep,Araban,Araban İcra Dairesi,710231952,ARABAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR910001500158007300577398
Gaziantep,Nizip,Nizip İcra Dairesi,6310200916,NİZİP VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR080001500158007290526976
Gaziantep,Nizip,Nizip İcra Dairesi,6310200916,NİZİP VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR730001500158007299444762
Gaziantep,Nizip,Nizip İcra Dairesi,6310200916,NİZİP VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007285493392
Gaziantep,İslahiye,İslahiye İcra Dairesi,4810091293,Islahiye Vergi Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR330001500158007300577666
Gaziantep,İslahiye,İslahiye İcra Dairesi,4810091293,Islahiye Vergi Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR970001500158007300577678
Gaziantep,İslahiye,İslahiye İcra Dairesi,4810091293,Islahiye Vergi Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR500001500158007300577651
Gaziantep,Nurdağı,Nurdağı İcra Dairesi,6320147156,NURDAĞI MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR710001500158007300579601
Gaziantep,Nurdağı,Nurdağı İcra Dairesi,6320147156,NURDAĞI MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR110001500158007300579614
Gaziantep,Nurdağı,Nurdağı İcra Dairesi,6320147156,NURDAĞI MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR460001500158007300579566
Giresun,Giresun,Giresun İcra Dairesi,3960945852,GİRESUN VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR780001500158007306530910
Giresun,Giresun,Giresun İcra Dairesi,3960945852,GİRESUN VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR150001500158007306530977
Giresun,Giresun,Giresun İcra Dairesi,3960945852,GİRESUN VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR110001500158007306530952
Giresun,Bulancak,Bulancak İcra Dairesi,1880051812,Bulancak Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR050001500158007299351411
Giresun,Bulancak,Bulancak İcra Dairesi,1880051812,Bulancak Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR420001500158007290501823
Giresun,Bulancak,Bulancak İcra Dairesi,1880051812,Bulancak Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR110001500158007300194136
Giresun,Dereli,Dereli İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR860001500158007300579137
Giresun,Dereli,Dereli İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007300579277
Giresun,Dereli,Dereli İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR150001500158007300579251
Giresun,Espiye,Espiye İcra Dairesi,3800506586,ESPİYE MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300576971
Giresun,Espiye,Espiye İcra Dairesi,3800506586,ESPİYE MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR540001500158007300576997
Giresun,Espiye,Espiye İcra Dairesi,3800506586,ESPİYE MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR380001500158007300576897
Giresun,Görele,Görele İcra Dairesi,4090333978,Görele Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR560001500158007300619447
Giresun,Görele,Görele İcra Dairesi,4090333978,Görele Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR850001500158007300619507
Giresun,Görele,Görele İcra Dairesi,4090333978,Görele Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007300619399
Giresun,Tirebolu,Tirebolu İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR180001500158007300584823
Giresun,Tirebolu,Tirebolu İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR040001500158007300584784
Giresun,Tirebolu,Tirebolu İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR350001500158007300584808
Giresun,Şebinkarahisar,Şebinkarahisar İcra Dairesi,8000361003,ŞEBİNKARAHİSAR MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR390001500158007300598025
Giresun,Şebinkarahisar,Şebinkarahisar İcra Dairesi,8000361003,ŞEBİNKARAHİSAR MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR650001500158007300598042
Giresun,Şebinkarahisar,Şebinkarahisar İcra Dairesi,8000361003,ŞEBİNKARAHİSAR MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007300597962
Giresun,Alucra,Alucra İcra Dairesi,680112533,ALUCRA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR810001500158007300601246
Giresun,Alucra,Alucra İcra Dairesi,680112533,ALUCRA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR240001500158007300601205
Giresun,Alucra,Alucra İcra Dairesi,680112533,ALUCRA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR550001500158007300601229
Giresun,Koyulhisar,Koyulhisar İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR690001500158007300620616
Giresun,Koyulhisar,Koyulhisar İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR690001500158007300620668
Giresun,Suşehri,Suşehri İcra Dairesi,7840188265,SUŞEHRİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR110001500158007292189405
Giresun,Suşehri,Suşehri İcra Dairesi,7840188265,SUŞEHRİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR420001500158007290568850
Giresun,Suşehri,Suşehri İcra Dairesi,7840188265,SUŞEHRİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR870001500158007299446159
Gümüşhane,Gümüşhane,Gümüşhane İcra Dairesi,8150084247,Gümüşhane Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR920001500158007290569114
Gümüşhane,Gümüşhane,Gümüşhane İcra Dairesi,8150084247,Gümüşhane Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR130001500158007299349618
Gümüşhane,Gümüşhane,Gümüşhane İcra Dairesi,8150084247,Gümüşhane Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR490001500158007284936904
Gümüşhane,Kelkit,Kelkit İcra Dairesi,8330320332,KELKİT MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR300001500158007300568699
Gümüşhane,Kelkit,Kelkit İcra Dairesi,8330320332,KELKİT MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300568699
Gümüşhane,Kelkit,Kelkit İcra Dairesi,8330320332,KELKİT MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR300001500158007300568699
Gümüşhane,Şiran,Şiran İcra Dairesi,8130408616,ŞİRAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR730001500158007300569186
Gümüşhane,Şiran,Şiran İcra Dairesi,8130408616,ŞİRAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR410001500158007300569277
Gümüşhane,Şiran,Şiran İcra Dairesi,8130408616,ŞİRAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR450001500158007300569205
Gümüşhane,Torul,Torul İcra Dairesi,4690161146,Torul vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR240001500158007300568807
Gümüşhane,Torul,Torul İcra Dairesi,4690161146,Torul vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR610001500158007300568820
Gümüşhane,Torul,Torul İcra Dairesi,4690161146,Torul vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007300568791
Hatay,Hatay,Hatay İcra Dairesi,10762434,23 Temmuz Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR600001500158007300893982
Hatay,Hatay,Hatay İcra Dairesi,10762434,23 Temmuz Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR840001500158007300894035
Hatay,Hatay,Hatay İcra Dairesi,10762434,23 Temmuz Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR310001500158007300893922
Hatay,Altınözü,Altınözü İcra Dairesi,4690315376,Altınözü Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR270001500158007300582527
Hatay,Altınözü,Altınözü İcra Dairesi,4690315376,Altınözü Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR170001500158007300582610
Hatay,Altınözü,Altınözü İcra Dairesi,4690315376,Altınözü Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR130001500158007300582488
Hatay,Samandağ,Samandağ İcra Dairesi,7420023943,SAMANDAĞ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007300506957
Hatay,Samandağ,Samandağ İcra Dairesi,7420023943,SAMANDAĞ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR710001500158007300157457
Hatay,Samandağ,Samandağ İcra Dairesi,7420023943,SAMANDAĞ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR560001500158007301368093
Hatay,Yayladağı,Yayladağı İcra Dairesi,9430444286,Yayladağı Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR920001500158007300703674
Hatay,Yayladağı,Yayladağı İcra Dairesi,9430444286,Yayladağı Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR130001500158007300703738
Hatay,Yayladağı,Yayladağı İcra Dairesi,9430444286,Yayladağı Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR440001500158007300703762
Hatay,İskenderun,İskenderun İcra Dairesi,4800505319,Akdeniz Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR770001500158007303556423
Hatay,İskenderun,İskenderun İcra Dairesi,4800505319,Akdeniz Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR610001500158007303556420
Hatay,İskenderun,İskenderun İcra Dairesi,4800505319,Akdeniz Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR280001500158007303556432
Hatay,Dörtyol,Dörtyol İcra Dairesi,4690034448,DÖRTYOL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR540001500158007290500734
Hatay,Dörtyol,Dörtyol İcra Dairesi,4690034448,DÖRTYOL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR810001500158007299396409
Hatay,Dörtyol,Dörtyol İcra Dairesi,4690034448,DÖRTYOL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR600001500158007300569323
Hatay,Erzin,Erzin İcra Dairesi,3770064217,Erzin Mal Müdürlüğü,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007300624419
Hatay,Erzin,Erzin İcra Dairesi,3770064217,Erzin Mal Müdürlüğü,Cezaevi,T. Vakıflar Bankası T.A.O.,TR420001500158007300624646
Hatay,Erzin,Erzin İcra Dairesi,3770064217,Erzin Mal Müdürlüğü,Harç,T. Vakıflar Bankası T.A.O.,TR160001500158007300624629
Hatay,Kırıkhan,Kırıkhan İcra Dairesi,5570064514,Kırıkhan Vergi Vairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR830001500158007290520582
Hatay,Kırıkhan,Kırıkhan İcra Dairesi,5570064514,Kırıkhan Vergi Vairesi,Harç,T. Vakıflar Bankası T.A.O.,TR830001500158007299572622
Hatay,Kırıkhan,Kırıkhan İcra Dairesi,5570064514,Kırıkhan Vergi Vairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR620001500158007290520572
Hatay,Hassa,Hassa İcra Dairesi,4580060348,HASSA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007300580526
Hatay,Hassa,Hassa İcra Dairesi,4580060348,HASSA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007300580332
Hatay,Reyhanlı,Reyhanlı İcra Dairesi,7350187787,Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR270001500158007300579520
Hatay,Reyhanlı,Reyhanlı İcra Dairesi,7350187787,Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300579493
Hatay,Reyhanlı,Reyhanlı İcra Dairesi,7350187787,Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR730001500158007300579468
Isparta,Isparta,Isparta İcra Dairesi,4660060252,DAVRAZ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007290496248
Isparta,Isparta,Isparta İcra Dairesi,4660060252,DAVRAZ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR850001500158007293617562
Isparta,Isparta,Isparta İcra Dairesi,4660060252,DAVRAZ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR260001500158007299350742
Isparta,Eğirdir,Eğirdir İcra Dairesi,4690060230,Eğirdir Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR800001500158007290520248
Isparta,Eğirdir,Eğirdir İcra Dairesi,4690060230,Eğirdir Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR560001500158007282215928
Isparta,Eğirdir,Eğirdir İcra Dairesi,4690060230,Eğirdir Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007299351221
Isparta,Keçiborlu,Keçiborlu İcra Dairesi,5420065140,KEÇİBORLU MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR690001500158007300568288
Isparta,Keçiborlu,Keçiborlu İcra Dairesi,5420065140,KEÇİBORLU MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR600001500158007300568256
